GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G2700530104900,Minnesota,27,Hennepin County,053,104900,9980,1797,56,150,1647,115,85,74,65,4061,1834,1176,1243,520,156,86,80,72,76,72,36,45,56,56,28,21,23,7260,744,46,1432,23,251,144,3,9,2,43,23,13057.0,2.264622,4406.916474360843,urban
G2700530105100,Minnesota,27,Hennepin County,053,105100,2651,1221,45,1033,188,166,128,104,64,36,20,11,55,159,192,225,253,232,240,258,75,133,128,72,33,37,30,2370,56,7,80,3,60,49,0,1,1,15,9,2768.0,3.070403,863.404575881407,suburban
G2700530105201,Minnesota,27,Hennepin County,053,105201,2717,1981,299,474,1507,55,20,7,3,30,27,41,353,588,233,152,93,126,142,142,57,102,114,151,108,99,74,2125,158,10,213,9,64,81,1,5,2,28,21,3008.0,0.473426,5739.017290981062,urban
G2700530105204,Minnesota,27,Hennepin County,053,105204,2293,1719,237,226,1493,68,29,6,12,35,47,44,207,333,217,148,132,139,140,118,63,72,104,123,103,86,67,1515,421,27,144,1,66,68,5,2,1,32,11,2865.0,0.422444,5427.938377631118,urban
G2700530105400,Minnesota,27,Hennepin County,053,105400,3527,1669,310,397,1272,93,37,28,46,346,210,207,488,578,367,231,199,190,174,148,31,52,62,22,8,8,2,2132,884,48,199,2,114,72,11,3,1,42,19,4449.0,0.550172,6410.7224649745895,urban
G2700530105500,Minnesota,27,Hennepin County,053,105500,3733,2158,232,890,1268,121,137,124,91,34,26,24,264,602,382,249,253,246,236,245,82,118,149,93,58,90,109,3327,106,14,112,8,64,54,1,2,2,29,14,3804.0,1.507568,2476.17354573724,urban
G2700530105600,Minnesota,27,Hennepin County,053,105600,3971,2862,356,575,2287,75,32,20,13,68,80,73,545,920,499,304,264,232,230,196,66,95,80,70,56,27,26,3038,414,22,190,4,110,97,4,10,3,56,23,4915.5,0.477612,8314.280210714975,urban
G2700530105700,Minnesota,27,Hennepin County,053,105700,2725,1868,247,279,1589,94,29,32,54,71,79,92,340,544,353,205,145,180,163,132,48,44,63,28,12,13,4,1645,681,36,83,8,109,81,14,4,1,48,15,3062.0,0.274269,9935.501277942458,urban
G2700530106000,Minnesota,27,Hennepin County,053,106000,3339,1274,99,177,1097,328,267,230,121,119,63,70,206,342,255,227,196,166,166,164,65,74,109,85,59,14,13,565,1457,304,83,10,109,178,25,58,0,507,43,3431.0,0.690714,4834.128163031298,urban
G2700530106200,Minnesota,27,Hennepin County,053,106200,3499,1782,80,291,1491,298,142,100,57,81,84,115,413,500,336,230,219,206,165,164,70,75,104,57,36,25,22,1434,1600,71,170,6,98,49,9,7,0,35,20,3817.0,0.673941,5191.849138129302,urban
G2700530106400,Minnesota,27,Hennepin County,053,106400,1821,959,28,311,648,112,67,63,43,39,25,26,110,207,151,100,97,108,123,132,54,82,95,64,50,45,28,979,689,25,48,2,31,18,8,8,0,6,7,1817.0,0.532289,3421.073890311466,urban
G2700530106500,Minnesota,27,Hennepin County,053,106500,4366,2189,275,1237,952,170,217,203,116,34,10,25,191,390,316,278,334,335,355,350,144,177,197,136,106,95,187,3880,72,15,168,7,92,88,4,3,0,24,13,4890.0,2.665784,1637.7921091881412,urban
G2700530106600,Minnesota,27,Hennepin County,053,106600,2332,1241,78,623,618,87,90,68,47,22,7,17,196,411,216,170,170,140,113,152,60,77,95,49,44,45,56,2079,38,4,79,5,64,41,2,0,1,16,3,2517.0,0.60755,3838.3672125750963,urban
G2700530106700,Minnesota,27,Hennepin County,053,106700,4913,2961,208,530,2431,105,75,67,50,53,61,92,823,1430,687,313,266,220,214,173,66,50,70,46,28,18,6,4126,221,30,174,11,160,89,12,4,1,56,29,5079.5,0.744317,6600.682236197749,urban
G2700530106900,Minnesota,27,Hennepin County,053,106900,2724,1343,218,218,1125,106,61,49,20,159,126,121,331,513,308,194,126,131,141,119,35,43,61,26,22,20,12,1824,391,82,106,4,83,99,8,16,4,77,30,2842.0,0.513784,5301.838905065163,urban
G2700530107000,Minnesota,27,Hennepin County,053,107000,4063,1899,189,299,1600,357,252,145,79,65,48,74,400,820,553,336,267,216,166,110,38,30,51,25,17,6,8,1702,803,54,127,8,108,368,23,63,0,701,106,3971.0,0.479102,8480.44883970428,urban
G2700530107400,Minnesota,27,Hennepin County,053,107400,1726,783,61,385,398,114,111,105,43,22,20,19,90,198,179,121,108,118,138,129,47,38,59,20,24,11,12,978,282,82,40,0,71,52,10,11,0,161,39,1799.0,0.83948,2056.0346881402775,urban
G2700530107500,Minnesota,27,Hennepin County,053,107500,1988,881,35,596,285,121,110,102,52,32,19,25,95,230,165,136,117,141,169,179,65,73,65,31,30,15,16,1614,139,25,53,4,60,38,7,0,2,28,18,1882.0,1.500188,1325.1672457052048,urban
G2700530107600,Minnesota,27,Hennepin County,053,107600,3503,1607,75,1245,362,198,201,164,107,42,20,31,112,294,295,276,271,300,317,327,120,128,111,67,54,34,34,2942,114,45,113,2,102,71,4,22,5,61,22,3566.0,1.513211,2314.944842457529,urban
G2700530108000,Minnesota,27,Hennepin County,053,108000,3294,1857,177,600,1257,98,83,65,34,24,23,24,452,918,349,207,194,161,173,145,71,71,73,64,18,19,28,2923,74,10,125,2,56,61,3,1,1,22,16,3585.0,0.684569,4811.78668622155,urban
G2700530108600,Minnesota,27,Hennepin County,053,108600,2880,998,109,497,501,281,206,204,108,71,40,40,188,335,328,240,192,166,130,131,41,63,48,24,18,15,11,1159,312,137,79,24,105,224,15,32,4,701,88,2944.0,0.671025,4291.9414328825305,urban
G2700530108700,Minnesota,27,Hennepin County,053,108700,3274,1276,81,905,371,258,195,149,91,55,43,26,120,332,335,276,229,208,245,221,69,80,98,56,50,45,93,1981,395,132,103,10,126,157,13,11,5,320,21,4013.0,1.113964,2939.053685756452,urban
G2700530108800,Minnesota,27,Hennepin County,053,108800,3786,1688,130,794,894,307,221,170,108,91,52,34,193,383,355,268,265,285,266,270,87,84,97,90,58,49,53,2063,653,184,73,6,175,206,13,33,3,299,78,3698.0,1.307082,2896.5282973830253,urban
G2700530108900,Minnesota,27,Hennepin County,053,108900,2280,1041,38,911,130,168,98,85,66,37,19,16,63,179,255,190,152,207,229,223,51,61,66,45,27,25,18,1844,103,31,68,4,95,39,3,6,0,76,11,2310.0,0.795194,2867.2248533062375,urban
G2700530109000,Minnesota,27,Hennepin County,053,109000,1745,797,27,726,71,108,84,84,38,15,10,7,43,112,117,130,152,161,170,189,65,68,70,40,42,24,16,1536,40,8,27,1,59,39,1,3,0,24,7,1805.0,0.807139,2161.9572341319154,urban
G2700530109100,Minnesota,27,Hennepin County,053,109100,4375,2502,315,1142,1360,181,188,157,75,38,19,32,327,703,458,295,307,291,306,306,103,163,148,78,82,58,60,3870,101,9,158,11,96,76,5,4,1,34,10,4998.33,2.372564,1843.9966213767045,urban
G2700530109200,Minnesota,27,Hennepin County,053,109200,3414,1972,179,497,1475,121,79,53,29,22,31,40,319,717,400,255,181,201,135,140,49,63,79,57,69,116,258,2746,273,20,82,12,108,94,7,6,0,46,20,3473.0,0.485943,7025.51533821868,urban
G2700530109300,Minnesota,27,Hennepin County,053,109300,3992,1822,155,784,1038,243,234,177,98,86,37,42,265,586,513,377,358,267,210,200,63,67,70,36,31,11,21,2587,455,34,124,21,126,271,16,11,1,305,41,4032.0,0.858842,4648.119211682708,urban
G2700530109400,Minnesota,27,Hennepin County,053,109400,2161,575,80,301,274,180,200,218,120,66,35,34,116,221,178,202,122,128,113,77,23,31,28,17,23,17,12,349,689,47,109,1,62,206,12,17,2,601,66,2192.0,0.449192,4810.86038932127,urban
G2700530109700,Minnesota,27,Hennepin County,053,109700,2252,871,65,525,346,193,190,106,81,54,27,23,96,221,240,213,176,165,127,126,38,49,65,24,20,12,6,1227,236,81,48,8,85,207,3,10,1,303,43,2311.0,0.522127,4313.12688292312,urban
G2700530109800,Minnesota,27,Hennepin County,053,109800,4038,1748,83,1292,456,309,296,252,155,55,15,17,87,259,252,310,391,367,312,334,91,146,136,80,60,62,52,3549,137,11,107,5,106,95,3,1,1,16,7,4412.0,1.450479,2783.907936619558,urban
G2700530109900,Minnesota,27,Hennepin County,053,109900,3784,1731,82,1081,650,221,227,198,104,37,23,29,157,448,341,319,355,337,283,231,94,101,96,76,44,35,28,3092,228,14,85,17,127,98,4,5,1,85,28,4034.0,2.585509,1463.5416082481245,urban
G2700530110000,Minnesota,27,Hennepin County,053,110000,1673,517,54,312,205,178,150,133,85,61,14,14,89,182,164,113,100,77,88,70,27,24,34,19,22,12,17,313,632,24,48,3,54,137,9,8,1,406,38,1683.0,0.454851,3678.127562652385,urban
G2700530110100,Minnesota,27,Hennepin County,053,110100,2735,1214,90,917,297,201,164,130,86,46,16,28,120,276,342,237,227,163,197,173,80,66,65,45,19,29,25,1852,289,57,101,12,91,87,12,13,1,205,15,2845.0,0.859696,3181.357130892781,urban
G2700530110200,Minnesota,27,Hennepin County,053,110200,3522,1518,78,1277,241,261,189,148,92,70,34,29,128,391,371,332,268,252,239,234,89,77,111,66,42,43,56,2597,220,91,58,12,134,208,4,7,0,166,25,3667.0,1.185414,2971.113889324742,urban
G2700530110400,Minnesota,27,Hennepin County,053,110400,2733,1241,93,921,320,184,134,122,69,47,23,19,106,243,303,246,226,234,227,219,51,65,73,46,42,25,29,2036,251,86,60,8,92,68,3,5,0,101,23,3351.0,1.006746,2714.6867233641856,urban
G2700530110500,Minnesota,27,Hennepin County,053,110500,4694,2190,172,1617,573,244,167,161,113,49,33,28,134,438,370,342,316,348,366,356,130,137,201,173,177,178,233,3967,222,55,108,5,129,91,3,4,0,96,14,5250.0,2.692529,1743.3424115394857,urban
G2700530110800,Minnesota,27,Hennepin County,053,110800,4194,1868,86,1389,479,308,265,224,117,54,31,23,96,423,425,408,368,347,328,301,99,119,112,47,28,36,35,3404,324,25,98,13,137,94,6,3,5,52,33,4331.0,1.292766,3244.2066081564644,urban
G2700530110900,Minnesota,27,Hennepin County,053,110900,3374,1362,82,1126,236,234,208,178,97,78,34,34,109,329,372,301,279,210,238,201,73,78,105,72,59,47,38,1719,912,29,107,18,161,89,6,14,0,296,23,3497.0,1.1538,2924.2503033454673,urban
G2700530111100,Minnesota,27,Hennepin County,053,111100,3192,1394,59,1176,218,245,147,149,73,49,20,14,102,270,342,277,230,241,262,258,89,103,128,66,36,45,46,2568,170,42,84,20,91,37,2,6,2,152,18,3375.0,2.122256,1504.0598306707577,urban
G2700530111200,Minnesota,27,Hennepin County,053,111200,2900,1308,54,1116,192,250,169,120,73,40,18,16,39,213,275,303,237,247,232,256,77,92,82,56,42,40,23,2585,60,9,84,3,58,51,3,3,1,30,13,3333.0,1.12992,2566.5533843103935,urban
G2700530111300,Minnesota,27,Hennepin County,053,111300,4732,1935,70,1695,240,384,359,309,155,59,12,15,78,217,339,390,437,414,392,394,126,163,190,98,72,70,59,4244,139,11,118,3,102,60,9,2,1,24,19,5210.0,1.776104,2664.258399282925,urban
G2700530111400,Minnesota,27,Hennepin County,053,111400,3916,1518,35,1389,129,326,353,276,149,52,18,10,69,152,237,287,380,328,325,304,104,151,152,82,58,50,53,3499,128,12,112,8,63,50,1,6,0,26,11,4014.0,1.43983,2719.765527874819,urban
G2700530111500,Minnesota,27,Hennepin County,053,111500,5308,2170,58,1591,579,410,327,300,185,84,26,26,132,346,399,401,386,436,454,390,139,179,191,104,82,100,211,4469,317,36,117,5,147,105,8,1,1,73,29,5651.0,2.154291,2463.91968401669,urban
G2700530111600,Minnesota,27,Hennepin County,053,111600,3014,1252,54,1095,157,217,205,195,98,37,14,15,68,183,234,274,260,297,243,209,74,123,100,58,42,29,39,2498,223,20,68,8,115,43,5,1,2,20,11,3214.0,1.347963,2235.9664174758504,urban
G2700530122500,Minnesota,27,Hennepin County,053,122500,3455,1596,73,935,661,258,161,158,101,63,21,37,221,534,363,252,201,237,182,181,50,64,104,76,61,67,63,2663,333,21,125,23,105,57,16,5,0,94,13,3584.0,1.854436,1863.1001555189825,urban
G2700530122600,Minnesota,27,Hennepin County,053,122600,2165,996,49,866,130,139,93,96,70,40,13,18,56,276,265,174,178,132,156,122,56,53,79,48,33,32,36,1845,103,3,73,2,45,30,7,1,0,53,3,2447.0,1.317389,1643.4022145319266,urban
G2700530125500,Minnesota,27,Hennepin County,053,125500,3872,1669,58,1103,566,253,272,213,119,60,42,51,164,345,270,235,239,258,273,221,75,89,140,128,143,167,115,2522,462,14,294,10,134,117,7,1,1,279,31,3707.0,3.991533,970.0533604507341,suburban
G2700530125600,Minnesota,27,Hennepin County,053,125600,2898,1176,120,577,599,73,82,70,50,249,218,182,441,304,152,123,130,111,151,168,49,86,92,65,37,43,22,2321,114,9,285,7,81,58,1,0,0,17,5,5233.0,2.353525,1231.3444726527232,urban
G2700530125700,Minnesota,27,Hennepin County,053,125700,3496,972,197,503,469,341,350,387,245,144,68,50,143,235,247,235,193,196,194,153,62,50,83,35,30,24,31,715,1672,26,642,10,153,69,34,3,4,146,22,3852.0,0.877904,3982.212178096922,urban
G2700530125800,Minnesota,27,Hennepin County,053,125800,4782,1441,180,489,952,509,446,318,187,139,86,80,297,652,482,383,268,253,214,178,62,60,74,44,26,12,12,1085,1183,264,133,11,157,523,22,44,0,1201,159,5208.0,0.95982,4982.184159529912,urban
G2700530125900,Minnesota,27,Hennepin County,053,125900,4269,1141,143,355,786,533,455,365,178,133,70,77,251,498,438,332,208,192,187,121,42,40,58,38,22,13,18,709,869,777,129,9,155,484,20,161,6,840,110,4904.0,1.03815,4112.122525646583,urban
G2700530126000,Minnesota,27,Hennepin County,053,126000,4727,1844,243,275,1569,460,386,252,153,145,82,81,262,477,386,335,244,243,215,188,70,104,171,135,142,86,110,1195,2025,113,127,15,169,280,24,44,1,668,66,5056.0,0.995323,4749.212064827197,urban
G2700530126100,Minnesota,27,Hennepin County,053,126100,4938,2768,478,1358,1410,188,63,40,42,93,64,73,369,937,632,387,310,322,342,291,139,166,193,92,87,67,41,3128,923,79,499,12,111,118,10,6,0,37,15,9613.0,1.949893,2532.4466522009157,urban
G2700530126200,Minnesota,27,Hennepin County,053,126200,4291,2228,236,1133,1095,223,148,106,48,31,23,25,268,919,662,413,322,310,258,232,79,81,78,34,18,10,3,3064,600,59,221,3,112,153,12,8,1,34,24,7540.0,2.138011,2007.0055766785108,urban
G2700530980000,Minnesota,27,Hennepin County,053,980000,278,172,8,5,167,20,17,13,4,9,1,4,7,14,14,22,11,31,26,36,11,14,12,4,4,3,1,109,52,3,1,1,11,30,0,2,0,59,10,531.41,17.04341,16.311289818176057,rural
G2700550020100,Minnesota,27,Houston County,055,020100,5718,2341,129,1933,408,313,375,401,261,100,57,38,184,306,302,293,360,506,519,430,143,206,233,202,173,158,158,5495,39,5,41,2,83,36,2,0,0,4,11,5796.0,17.971827,318.1646473672376,suburban
G2700550020200,Minnesota,27,Houston County,055,020200,3587,1464,224,1251,213,181,211,220,200,87,26,27,81,168,157,169,221,327,394,388,100,152,159,110,90,66,53,3516,3,8,8,1,32,11,0,0,0,2,6,3463.0,353.010834,10.161161229402948,rural
G2700550020300,Minnesota,27,Houston County,055,020300,2561,1062,125,882,180,165,164,151,115,44,14,12,60,139,122,174,163,188,228,185,64,97,136,93,93,68,86,2511,0,7,5,0,30,1,0,0,0,0,7,2597.0,368.151915,6.956367454994768,rural
G2700550020500,Minnesota,27,Houston County,055,020500,3278,1387,102,1036,351,255,205,180,139,96,37,36,118,214,192,169,194,207,234,212,71,89,147,120,129,111,123,3165,41,9,20,2,25,13,0,1,0,1,1,3318.0,37.697506,86.95535455316329,rural
G2700550020900,Minnesota,27,Houston County,055,020900,3883,1595,172,1303,292,212,259,235,161,98,29,28,113,186,182,204,216,263,329,313,102,154,191,152,171,134,151,3795,15,2,14,0,21,27,1,1,3,0,4,3669.0,652.992494,5.94646957764265,rural
G2700570070100,Minnesota,27,Hubbard County,057,070100,4711,1753,635,1575,178,346,314,326,223,128,44,46,129,262,274,309,284,434,372,342,139,167,211,156,108,58,39,4189,14,318,26,0,92,30,0,20,0,18,4,5023.0,707.394964,6.6596459400296215,rural
G2700570070200,Minnesota,27,Hubbard County,057,070200,2279,1025,1593,938,87,93,92,117,77,29,13,8,34,83,79,96,120,162,192,247,101,139,212,170,110,73,32,2177,4,23,4,0,28,29,0,2,1,5,6,2255.0,537.367321,4.241046879737595,rural
G2700570070300,Minnesota,27,Hubbard County,057,070300,1937,837,822,737,100,94,86,114,65,46,9,13,35,75,60,74,134,172,162,165,76,109,169,135,91,30,23,1831,5,34,2,1,47,7,0,1,1,3,5,1997.0,413.100144,4.688935668829009,rural
G2700570070400,Minnesota,27,Hubbard County,057,070400,2822,1213,1108,1054,159,150,148,166,116,49,15,15,64,109,116,121,144,219,244,232,100,138,261,170,124,71,50,2714,7,27,7,6,44,7,0,3,0,6,1,2904.0,187.198314,15.074922095719302,rural
G2700570070500,Minnesota,27,Hubbard County,057,070500,2948,1191,427,1049,142,189,198,198,126,50,26,22,66,141,135,164,183,237,242,229,88,116,175,149,113,60,41,2856,2,19,3,0,36,21,0,6,0,2,3,3010.01,214.972006,13.713413457192189,rural
G2700570070600,Minnesota,27,Hubbard County,057,070600,3613,1731,218,851,880,270,218,185,130,86,41,48,131,232,183,165,204,216,222,191,83,115,159,177,164,168,225,3302,14,85,4,2,67,94,0,0,0,42,3,3885.99,14.87244,242.93256520113715,suburban
G2700570070700,Minnesota,27,Hubbard County,057,070700,2118,911,1158,812,99,118,123,109,73,32,13,5,37,74,80,81,94,161,194,200,87,116,164,151,114,54,38,2053,1,19,4,6,28,4,1,0,0,1,1,2262.0,322.580738,6.565798110363304,rural
G2700590130100,Minnesota,27,Isanti County,059,130100,3513,1319,112,1197,122,187,220,253,157,92,36,25,92,134,155,223,281,361,339,294,108,96,156,132,84,46,42,3390,11,21,12,0,42,27,0,0,1,5,4,3553.01,330.876206,10.617263908061132,rural
G2700590130200,Minnesota,27,Isanti County,059,130200,3464,1337,95,1042,295,286,267,234,168,63,31,29,121,294,223,199,194,273,273,191,70,83,154,113,80,52,66,3324,12,8,25,1,51,29,0,4,2,1,7,3523.0,108.856987,31.821567870512528,rural
G2700590130301,Minnesota,27,Isanti County,059,130301,8442,3164,303,2433,731,713,683,612,351,209,98,104,345,662,658,581,506,581,555,451,124,219,236,263,180,166,145,7911,76,47,104,7,152,91,5,2,2,28,17,9952.0,45.479635,185.62154247719886,suburban
G2700590130302,Minnesota,27,Isanti County,059,130302,2829,1101,94,694,407,160,140,173,111,59,25,32,95,124,120,131,143,221,205,178,63,77,139,108,111,147,267,2711,14,13,35,0,25,17,1,0,0,12,1,2896.99,35.305127,80.13000491401716,rural
G2700590130400,Minnesota,27,Isanti County,059,130400,3914,1390,70,1281,109,206,256,311,190,110,35,38,99,159,178,241,336,405,354,283,97,169,197,122,59,28,41,3758,9,19,21,0,47,44,0,0,0,11,5,3979.0,211.897866,18.47116289505247,rural
G2700590130501,Minnesota,27,Isanti County,059,130501,5323,1917,216,1775,142,266,285,423,267,154,57,56,165,270,235,344,424,560,528,422,147,194,249,121,80,50,26,5120,22,15,30,1,71,30,5,2,4,17,6,5290.0,161.217773,33.01745149401115,rural
G2700590130502,Minnesota,27,Isanti County,059,130502,6434,2292,181,1799,493,713,586,489,242,136,73,51,295,723,636,483,381,414,352,239,66,108,169,127,76,48,27,6024,61,27,51,5,100,93,6,3,5,37,22,7925.0,37.050464,173.65504518377963,suburban
G2700590130600,Minnesota,27,Isanti County,059,130600,3897,1452,278,1358,94,176,211,287,182,91,47,43,112,160,185,217,301,401,361,282,114,154,218,150,103,61,41,3720,23,13,36,6,63,30,0,0,0,3,3,4016.0,198.017284,19.680100248218736,rural
G2700610480100,Minnesota,27,Itasca County,061,480100,2649,1166,1187,995,171,99,128,155,115,39,10,18,53,96,106,112,145,168,215,250,88,118,214,190,132,104,94,2545,6,33,12,0,29,11,0,0,0,6,7,2480.0,1785.413684,1.4836897598237517,rural
G2700610480300,Minnesota,27,Itasca County,061,480300,4339,1773,993,1466,307,225,281,291,165,100,41,39,77,208,212,219,249,319,339,402,126,210,294,200,134,117,91,4029,6,159,9,3,102,23,0,2,0,3,3,4287.0,408.477499,10.622372127283318,rural
G2700610480400,Minnesota,27,Itasca County,061,480400,3594,1579,2628,1496,83,149,139,177,155,76,26,32,62,122,106,150,173,290,334,412,131,219,320,225,157,96,43,3466,13,38,5,0,52,10,0,2,0,4,4,3699.37,1744.531623,2.0601518210484167,rural
G2700610480500,Minnesota,27,Itasca County,061,480500,2544,1148,284,901,247,142,148,152,106,55,20,25,85,143,151,149,126,204,208,219,71,102,124,88,91,65,70,2441,6,30,6,0,45,4,0,0,0,3,9,2463.84,181.896036,13.986011217968487,rural
G2700610480600,Minnesota,27,Itasca County,061,480600,2864,1182,490,1067,115,145,160,175,108,60,21,26,76,126,151,138,194,258,270,266,115,126,147,135,88,47,32,2784,2,21,10,0,29,14,0,1,0,1,2,2782.93,731.177006,3.916972192093251,rural
G2700610480700,Minnesota,27,Itasca County,061,480700,5066,2042,806,1832,210,271,318,334,209,116,31,35,116,217,224,295,281,379,518,513,136,225,321,228,140,94,65,4863,4,62,16,0,81,23,4,3,0,4,6,5134.0,513.878102,9.858369096256995,rural
G2700610480801,Minnesota,27,Itasca County,061,480801,2412,957,254,871,86,107,140,154,103,51,15,18,41,97,117,134,141,180,213,251,84,105,158,130,84,49,40,2319,2,12,12,7,39,15,0,3,0,1,2,2432.98,47.463249,50.818265728079425,rural
G2700610480802,Minnesota,27,Itasca County,061,480802,6046,2662,155,1643,1019,356,360,374,230,140,61,60,152,294,366,303,323,365,457,447,158,191,293,225,279,266,346,5651,30,123,40,1,128,35,0,2,0,22,14,6337.02,33.465778,180.66216778226402,suburban
G2700610480900,Minnesota,27,Itasca County,061,480900,6850,2794,262,1956,838,415,421,415,258,254,98,79,228,471,372,358,359,464,517,537,182,203,303,247,199,203,267,6478,46,109,26,0,119,55,0,3,0,8,6,6785.0,130.278147,52.579808338845964,rural
G2700610481000,Minnesota,27,Itasca County,061,481000,6053,2526,598,2062,464,351,432,384,261,142,62,56,166,320,341,356,396,449,455,509,180,229,328,222,196,106,112,5716,19,96,15,0,130,46,1,7,0,6,17,5973.0,374.033732,16.183032390244417,rural
G2700610940000,Minnesota,27,Itasca County,061,940000,2641,944,635,800,144,199,184,225,120,87,29,29,82,143,148,121,131,191,193,192,69,123,152,113,46,40,24,1659,2,858,3,0,94,8,3,4,0,5,5,2642.0,958.752383,2.7546215757358903,rural
G2700630480100,Minnesota,27,Jackson County,063,480100,2276,944,171,806,138,108,138,150,96,44,15,26,44,89,109,123,140,202,238,173,64,76,99,130,92,57,63,2225,0,0,11,4,12,16,0,0,0,8,0,2175.0,883.394867,2.576424297923841,rural
G2700630480200,Minnesota,27,Jackson County,063,480200,2293,933,94,771,162,131,152,156,120,54,21,17,48,100,92,120,152,172,191,185,64,81,118,89,88,71,71,2103,17,3,6,1,17,56,0,9,4,66,11,2075.0,636.161351,3.6044314801513306,rural
G2700630480300,Minnesota,27,Jackson County,063,480300,2351,1041,150,831,210,149,133,142,89,49,17,27,73,127,143,118,135,140,187,172,50,78,128,97,90,91,116,2274,13,0,5,0,11,31,0,0,1,16,0,2356.0,275.771066,8.525187337818826,rural
